Player,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist
Cristiano Ronaldo,08/09,UEFA Champions League,Quarter-Finals,2009-04-15,A,Manchester United,FC Porto,0:01,RW,6,0:01,Long distance kick,Anderson
Lionel Messi,08/09,LaLiga,31,2009-04-18,A,FC Barcelona,Getafe CF,0:01,RW,18,0:01,Left-footed shot,Xavi
Cristiano Ronaldo,08/09,Premier League,34,2009-04-25,H,Manchester United,Tottenham Hotspur,5:02,RW,68,3:02,Header,Wayne Rooney
Lionel Messi,08/09,LaLiga,33,2009-04-25,A,FC Barcelona,Valencia CF,2:02,RW,23,0:01,Left-footed shot,Andres Iniesta
Cristiano Ronaldo,08/09,Premier League,34,2009-04-25,H,Manchester United,Tottenham Hotspur,5:02,RW,57,1:02,Penalty,
Lionel Messi,08/09,LaLiga,34,2009-05-02,A,FC Barcelona,Real Madrid,2:06,CF,35,1:03,Left-footed shot,Xavi
Lionel Messi,08/09,LaLiga,34,2009-05-02,A,FC Barcelona,Real Madrid,2:06,CF,75,2:05,Left-footed shot,Xavi
Cristiano Ronaldo,08/09,UEFA Champions League,Semi-Finals,2009-05-05,A,Manchester United,Arsenal FC,1:03,CF,61,0:03,Right-footed shot,Wayne Rooney
Cristiano Ronaldo,08/09,UEFA Champions League,Semi-Finals,2009-05-05,A,Manchester United,Arsenal FC,1:03,CF,11,0:02,Direct free kick,
Cristiano Ronaldo,08/09,Premier League,36,2009-05-10,H,Manchester United,Manchester City,2:00,RW,17,1:00,Direct free kick,
Lionel Messi,08/09,Copa del Rey,Final,2009-05-13,H,FC Barcelona,Athletic Bilbao,4:01,RW,55,2:01,Left-footed shot,Samuel Etoo
Lionel Messi,08/09,UEFA Champions League,Final,2009-05-27,H,FC Barcelona,Manchester United,2:00,CF,70,2:00,Header,Xavi
Lionel Messi,09/10,Supercopa,final,2009-08-23,H,FC Barcelona,Athletic Bilbao,3:00,RW,50,1:00,Right-footed shot,Zlatan Ibrahimovic
Lionel Messi,09/10,Supercopa,final,2009-08-23,H,FC Barcelona,Athletic Bilbao,3:00,RW,68,2:00,Penalty,
Cristiano Ronaldo,09/10,LaLiga,1,2009-08-29,H,Real Madrid,Deportivo de La CoruÃ±a,3:02,RW,35,2:01,Penalty,
Lionel Messi,09/10,LaLiga,2,2009-09-12,A,FC Barcelona,Getafe CF,0:02,RW,78,0:02,Header,Zlatan Ibrahimovic
Cristiano Ronaldo,09/10,LaLiga,2,2009-09-12,A,Real Madrid,RCD Espanyol Barcelona,0:03,,90,0:03,Right-footed shot,Guti
Cristiano Ronaldo,09/10,UEFA Champions League,Group Stage,2009-09-15,A,Real Madrid,FC ZÃ¼rich,2:05,CF,89,2:04,Direct free kick,
Cristiano Ronaldo,09/10,UEFA Champions League,Group Stage,2009-09-15,A,Real Madrid,FC ZÃ¼rich,2:05,CF,27,0:01,Direct free kick,
Lionel Messi,09/10,LaLiga,3,2009-09-19,H,FC Barcelona,Atletico de Madrid,5:02,RW,15,2:00,Left-footed shot,Xavi
Lionel Messi,09/10,LaLiga,3,2009-09-19,H,FC Barcelona,Atletico de Madrid,5:02,RW,90+3,5:02,Right-footed shot,Dani Alves
Cristiano Ronaldo,09/10,LaLiga,3,2009-09-20,H,Real Madrid,Xerez CD,5:00,RW,75,2:00,Header,Esteban Granero
Cristiano Ronaldo,09/10,LaLiga,3,2009-09-20,H,Real Madrid,Xerez CD,5:00,RW,1,1:00,Right-footed shot,
Lionel Messi,09/10,LaLiga,4,2009-09-22,A,FC Barcelona,Racing Santander,1:04,RW,23,0:02,Left-footed shot,Xavi
Lionel Messi,09/10,LaLiga,4,2009-09-22,A,FC Barcelona,Racing Santander,1:04,RW,63,0:04,Left-footed shot,Xavi
Cristiano Ronaldo,09/10,LaLiga,4,2009-09-23,A,Real Madrid,Villarreal CF,0:02,CF,2,0:01,Right-footed shot,
Lionel Messi,09/10,UEFA Champions League,Group Stage,2009-09-29,H,FC Barcelona,Dynamo Kyiv,2:00,RW,25,1:00,Left-footed shot,Andres Iniesta
Cristiano Ronaldo,09/10,UEFA Champions League,Group Stage,2009-09-30,H,Real Madrid,Olympique Marseille,3:00,CF,64,3:00,Right-footed shot,Karim Benzema
Cristiano Ronaldo,09/10,UEFA Champions League,Group Stage,2009-09-30,H,Real Madrid,Olympique Marseille,3:00,CF,58,1:00,Left-footed shot,Pepe
Lionel Messi,09/10,LaLiga,8,2009-10-25,H,FC Barcelona,Real Zaragoza,6:01,RW,80,5:01,Left-footed shot,Andres Iniesta
Lionel Messi,09/10,LaLiga,10,2009-11-07,H,FC Barcelona,RCD Mallorca,4:02,RW,86,4:01,Penalty,
Lionel Messi,09/10,Copa del Rey,5th round,2009-11-10,H,FC Barcelona,Cultural Leonesa,5:00,RW,64,4:00,Left-footed shot,Pedro
Lionel Messi,09/10,LaLiga,13,2009-12-05,A,FC Barcelona,Deportivo de La Coruaa,1:03,RW,26,0:01,Left-footed shot,Dani Alves
Lionel Messi,09/10,LaLiga,13,2009-12-05,A,FC Barcelona,Deportivo de La Coruaa,1:03,RW,80,1:02,Header,Pedro
Cristiano Ronaldo,09/10,LaLiga,13,2009-12-05,H,Real Madrid,UD Almeria,4:02,CF,84,4:02,Right-footed shot,Gonzalo Higuain
Cristiano Ronaldo,09/10,UEFA Champions League,Group Stage,2009-12-08,A,Real Madrid,Olympique Marseille,1:03,CF,80,1:03,Right-footed shot,Lassana Diarra
Cristiano Ronaldo,09/10,UEFA Champions League,Group Stage,2009-12-08,A,Real Madrid,Olympique Marseille,1:03,CF,5,0:01,Direct free kick,
Lionel Messi,09/10,UEFA Champions League,Group Stage,2009-12-09,A,FC Barcelona,Dynamo Kyiv,1:02,RW,86,1:02,Direct free kick,
Lionel Messi,09/10,FIFA Club World Cup,Semi-Finals,2009-12-16,A,FC Barcelona,CF Atlante,1:03,RW,55,1:02,Left-footed shot,Zlatan Ibrahimovic
Lionel Messi,09/10,FIFA Club World Cup,Final,2009-12-19,A,FC Barcelona,Club Estudiantes de La Plata,1:2 AET,RW,110,1:02,Chest,Dani Alves
Cristiano Ronaldo,09/10,LaLiga,15,2009-12-19,H,Real Madrid,Real Zaragoza,6:00,CF,50,5:00,Left-footed shot,Ezequiel Garay
Lionel Messi,09/10,LaLiga,17,2010-01-10,A,FC Barcelona,CD Tenerife,0:05,RW,36,0:01,Left-footed shot,Bojan Krkic
Lionel Messi,09/10,LaLiga,17,2010-01-10,A,FC Barcelona,CD Tenerife,0:05,RW,45,0:03,Right-footed shot,Bojan Krkic
Lionel Messi,09/10,LaLiga,17,2010-01-10,A,FC Barcelona,CD Tenerife,0:05,RW,75,0:04,Left-footed shot,Bojan Krkic
Lionel Messi,09/10,LaLiga,18,2010-01-16,H,FC Barcelona,Sevilla FC,4:00,RW,85,3:00,Left-footed shot,Dani Alves
Lionel Messi,09/10,LaLiga,18,2010-01-16,H,FC Barcelona,Sevilla FC,4:00,RW,90+1,4:00,Left-footed shot,Ã‰ric Abidal
Lionel Messi,09/10,LaLiga,19,2010-01-23,A,FC Barcelona,Real Valladolid CF,0:03,RW,54,0:03,Left-footed shot,Zlatan Ibrahimovic
Cristiano Ronaldo,09/10,LaLiga,19,2010-01-24,H,Real Madrid,Malaga CF,2:00,RW,39,2:00,Right-footed shot,Guti
Cristiano Ronaldo,09/10,LaLiga,19,2010-01-24,H,Real Madrid,Malaga CF,2:00,RW,35,1:00,Right-footed shot,Kaka
Lionel Messi,09/10,LaLiga,21,2010-02-06,H,FC Barcelona,Getafe CF,2:01,RW,7,1:00,Left-footed shot,Yaya Toure
Cristiano Ronaldo,09/10,LaLiga,22,2010-02-13,A,Real Madrid,Xerez CD,0:03,,71,0:03,Left-footed shot,Kaka
Cristiano Ronaldo,09/10,LaLiga,22,2010-02-13,A,Real Madrid,Xerez CD,0:03,,69,0:02,Header,Kaka
Cristiano Ronaldo,09/10,LaLiga,23,2010-02-21,H,Real Madrid,Villarreal CF,6:02,,18,1:00,Direct free kick,
Cristiano Ronaldo,09/10,LaLiga,24,2010-02-27,A,Real Madrid,CD Tenerife,1:05,,78,1:04,Penalty,
Lionel Messi,09/10,LaLiga,24,2010-02-27,H,FC Barcelona,Malaga CF,2:01,RW,84,2:01,Right-footed shot,Dani Alves
Lionel Messi,09/10,LaLiga,25,2010-03-06,A,FC Barcelona,UD Almera,2:02,RW,66,2:02,Left-footed shot,
Cristiano Ronaldo,09/10,LaLiga,25,2010-03-06,H,Real Madrid,Sevilla FC,3:02,CF,59,1:02,Left-footed shot,
Lionel Messi,09/10,LaLiga,25,2010-03-06,A,FC Barcelona,UD Almera,2:02,RW,42,1:01,Direct free kick,
Cristiano Ronaldo,09/10,UEFA Champions League,last 16,2010-03-10,H,Real Madrid,Olympique Lyon,1:01,LW,6,1:00,Left-footed shot,Guti
Lionel Messi,09/10,LaLiga,26,2010-03-14,H,FC Barcelona,Valencia CF,3:00,CF,82,3:00,Right-footed shot,Thierry Henry
Lionel Messi,09/10,LaLiga,26,2010-03-14,H,FC Barcelona,Valencia CF,3:00,CF,80,2:00,Left-footed shot,Thierry Henry
Lionel Messi,09/10,LaLiga,26,2010-03-14,H,FC Barcelona,Valencia CF,3:00,CF,56,1:00,Left-footed shot,Xavi
Cristiano Ronaldo,09/10,LaLiga,26,2010-03-14,A,Real Madrid,Real Valladolid CF,1:04,CF,29,0:01,Direct free kick,
Lionel Messi,09/10,UEFA Champions League,last 16,2010-03-17,H,FC Barcelona,VfB Stuttgart,4:00,CF,13,1:00,Left-footed shot,Yaya Toure
Lionel Messi,09/10,UEFA Champions League,last 16,2010-03-17,H,FC Barcelona,VfB Stuttgart,4:00,CF,56,3:00,Left-footed shot,Dani Alves
Lionel Messi,09/10,LaLiga,27,2010-03-21,A,FC Barcelona,Real Zaragoza,2:04,RW,4,0:01,Header,Pedro
Lionel Messi,09/10,LaLiga,27,2010-03-21,A,FC Barcelona,Real Zaragoza,2:04,RW,65,0:02,Left-footed shot,
Lionel Messi,09/10,LaLiga,27,2010-03-21,A,FC Barcelona,Real Zaragoza,2:04,RW,78,0:03,Left-footed shot,Andres Iniesta
Cristiano Ronaldo,09/10,LaLiga,28,2010-03-25,A,Real Madrid,Getafe CF,2:04,,36,0:04,Right-footed shot,
Cristiano Ronaldo,09/10,LaLiga,28,2010-03-25,A,Real Madrid,Getafe CF,2:04,,13,0:01,Direct free kick,
Lionel Messi,09/10,LaLiga,30,2010-04-03,H,FC Barcelona,Athletic Bilbao,4:01,CF,67,4:00,Left-footed shot,Pedro
Cristiano Ronaldo,09/10,LaLiga,30,2010-04-04,A,Real Madrid,Racing Santander,0:02,,23,0:01,Penalty,
Lionel Messi,09/10,UEFA Champions League,Quarter-Finals,2010-04-06,H,FC Barcelona,Arsenal FC,4:01,CF,37,2:01,Right-footed shot,Pedro
Lionel Messi,09/10,UEFA Champions League,Quarter-Finals,2010-04-06,H,FC Barcelona,Arsenal FC,4:01,CF,42,3:01,Left-footed shot,Seydou Keita
Lionel Messi,09/10,UEFA Champions League,Quarter-Finals,2010-04-06,H,FC Barcelona,Arsenal FC,4:01,CF,88,4:01,Left-footed shot,Xavi
Lionel Messi,09/10,UEFA Champions League,Quarter-Finals,2010-04-06,H,FC Barcelona,Arsenal FC,4:01,CF,21,1:01,Left-footed shot,
Lionel Messi,09/10,LaLiga,31,2010-04-10,A,FC Barcelona,Real Madrid,0:02,CF,32,0:01,Right-footed shot,Xavi
Cristiano Ronaldo,09/10,LaLiga,32,2010-04-15,A,Real Madrid,UD Almeria,1:02,,26,1:01,Left-footed shot,
Cristiano Ronaldo,09/10,LaLiga,33,2010-04-18,H,Real Madrid,Valencia CF,2:00,CF,77,2:00,Right-footed shot,Marcelo
Lionel Messi,09/10,LaLiga,35,2010-05-01,A,FC Barcelona,Villarreal CF,1:04,RW,87,1:04,Left-footed shot,Dani Alves
Lionel Messi,09/10,LaLiga,35,2010-05-01,A,FC Barcelona,Villarreal CF,1:04,RW,18,0:01,Left-footed shot,Xavi
Cristiano Ronaldo,09/10,LaLiga,35,2010-05-02,H,Real Madrid,CA Osasuna,3:02,,89,3:02,Header,Gonzalo Higuain
Cristiano Ronaldo,09/10,LaLiga,35,2010-05-02,H,Real Madrid,CA Osasuna,3:02,,25,1:01,Right-footed shot,
Lionel Messi,09/10,LaLiga,36,2010-05-04,H,FC Barcelona,CD Tenerife,4:01,RW,90+3,4:01,Right-footed shot,Dani Alves
Lionel Messi,09/10,LaLiga,36,2010-05-04,H,FC Barcelona,CD Tenerife,4:01,RW,16,1:00,Right-footed shot,Zlatan Ibrahimovic
Cristiano Ronaldo,09/10,LaLiga,36,2010-05-05,A,Real Madrid,RCD Mallorca,1:04,,56,1:02,Right-footed shot,Sergio Ramos
Cristiano Ronaldo,09/10,LaLiga,36,2010-05-05,A,Real Madrid,RCD Mallorca,1:04,,71,1:03,Right-footed shot,
Cristiano Ronaldo,09/10,LaLiga,36,2010-05-05,A,Real Madrid,RCD Mallorca,1:04,,26,1:01,Right-footed shot,Sergio Ramos
Cristiano Ronaldo,09/10,LaLiga,37,2010-05-08,H,Real Madrid,Athletic Bilbao,5:01,CF,21,1:00,Penalty,
Lionel Messi,09/10,LaLiga,37,2010-05-08,A,FC Barcelona,Sevilla FC,2:03,RW,5,0:01,Left-footed shot,Maxwell
Lionel Messi,09/10,LaLiga,38,2010-05-16,H,FC Barcelona,Real Valladolid CF,4:00,RW,74,4:00,Left-footed shot,Yaya Toure
Lionel Messi,09/10,LaLiga,38,2010-05-16,H,FC Barcelona,Real Valladolid CF,4:00,RW,61,3:00,Right-footed shot,Yaya Toure
Lionel Messi,10/11,Supercopa,final,2010-08-21,H,FC Barcelona,Sevilla FC,4:00,RW,90+1,4:00,Left-footed shot,Andres Iniesta
Lionel Messi,10/11,Supercopa,final,2010-08-21,H,FC Barcelona,Sevilla FC,4:00,RW,43,3:00,Right-footed shot,Dani Alves
Lionel Messi,10/11,Supercopa,final,2010-08-21,H,FC Barcelona,Sevilla FC,4:00,RW,25,2:00,Left-footed shot,Xavi
Lionel Messi,10/11,LaLiga,1,2010-08-29,A,FC Barcelona,Racing Santander,0:03,RW,3,0:01,Left-footed shot,Andres Iniesta
Lionel Messi,10/11,UEFA Champions League,Group Stage,2010-09-14,H,FC Barcelona,Panathinaikos Athens,5:01,CF,22,1:01,Left-footed shot,Xavi
Lionel Messi,10/11,UEFA Champions League,Group Stage,2010-09-14,H,FC Barcelona,Panathinaikos Athens,5:01,CF,45,3:01,Left-footed shot,Pedro
Lionel Messi,10/11,LaLiga,3,2010-09-19,A,FC Barcelona,Atletico de Madrid,1:02,CF,12,0:01,Left-footed shot,Pedro
Cristiano Ronaldo,10/11,LaLiga,4,2010-09-21,H,Real Madrid,RCD Espanyol Barcelona,3:00,LW,28,1:00,Penalty,
Cristiano Ronaldo,10/11,LaLiga,6,2010-10-03,H,Real Madrid,Deportivo de La CoruÃ±a,6:01,LW,4,1:00,Header,Mesut Ozil
Lionel Messi,10/11,LaLiga,6,2010-10-03,H,FC Barcelona,RCD Mallorca,1:01,CF,20,1:00,Left-footed shot,Pedro
Cristiano Ronaldo,10/11,LaLiga,6,2010-10-03,H,Real Madrid,Deportivo de La CoruÃ±a,6:01,LW,89,6:01,Left-footed shot,Xabi Alonso
Cristiano Ronaldo,10/11,LaLiga,7,2010-10-16,A,Real Madrid,Malaga CF,1:04,LW,45,0:02,Right-footed shot,Mesut Ozil
Cristiano Ronaldo,10/11,LaLiga,7,2010-10-16,A,Real Madrid,Malaga CF,1:04,LW,50,0:03,Penalty,
Cristiano Ronaldo,10/11,UEFA Champions League,Group Stage,2010-10-19,H,Real Madrid,AC Milan,2:00,LW,13,1:00,Direct free kick,
Lionel Messi,10/11,UEFA Champions League,Group Stage,2010-10-20,H,FC Barcelona,FC Copenhagen,2:00,CF,18,1:00,Left-footed shot,Andres Iniesta
Lionel Messi,10/11,UEFA Champions League,Group Stage,2010-10-20,H,FC Barcelona,FC Copenhagen,2:00,CF,90+1,2:00,Left-footed shot,Ã‰ric Abidal
Lionel Messi,10/11,LaLiga,8,2010-10-23,A,FC Barcelona,Real Zaragoza,0:02,CF,41,0:01,Left-footed shot,David Villa
Lionel Messi,10/11,LaLiga,8,2010-10-23,A,FC Barcelona,Real Zaragoza,0:02,CF,65,0:02,Left-footed shot,
Cristiano Ronaldo,10/11,LaLiga,8,2010-10-23,H,Real Madrid,Racing Santander,6:01,LW,55,5:00,Penalty,
Cristiano Ronaldo,10/11,LaLiga,8,2010-10-23,H,Real Madrid,Racing Santander,6:01,LW,47,4:00,Right-footed shot,Angel Di Maria
Cristiano Ronaldo,10/11,LaLiga,8,2010-10-23,H,Real Madrid,Racing Santander,6:01,LW,26,3:00,Left-footed shot,Mesut Ozil
Cristiano Ronaldo,10/11,LaLiga,8,2010-10-23,H,Real Madrid,Racing Santander,6:01,LW,15,2:00,Right-footed shot,Gonzalo Higuain
Cristiano Ronaldo,10/11,LaLiga,9,2010-10-30,A,Real Madrid,Hercules CF,1:03,LW,86,1:03,Right-footed shot,Karim Benzema
Lionel Messi,10/11,LaLiga,9,2010-10-30,H,FC Barcelona,Sevilla FC,5:00,RW,4,1:00,Left-footed shot,
Lionel Messi,10/11,LaLiga,9,2010-10-30,H,FC Barcelona,Sevilla FC,5:00,RW,63,4:00,Left-footed shot,
Cristiano Ronaldo,10/11,LaLiga,9,2010-10-30,A,Real Madrid,Hercules CF,1:03,LW,82,1:02,Right-footed shot,Karim Benzema
Lionel Messi,10/11,UEFA Champions League,Group Stage,2010-11-02,A,FC Barcelona,FC Copenhagen,1:01,CF,31,0:01,Right-footed shot,
Lionel Messi,10/11,LaLiga,10,2010-11-07,A,FC Barcelona,Getafe CF,1:03,CF,23,0:01,Left-footed shot,David Villa
Lionel Messi,10/11,Copa del Rey,4th round,2010-11-10,H,FC Barcelona,Club Atletico de Ceuta,5:01,RW,67,5:01,Left-footed shot,Thiago
Cristiano Ronaldo,10/11,Copa del Rey,4th round,2010-11-10,H,Real Madrid,Real Murcia CF,5:01,,76,3:00,Left-footed shot,Angel Di Maria
Lionel Messi,10/11,LaLiga,11,2010-11-13,H,FC Barcelona,Villarreal CF,3:01,CF,58,2:01,Right-footed shot,Pedro
Lionel Messi,10/11,LaLiga,11,2010-11-13,H,FC Barcelona,Villarreal CF,3:01,CF,83,3:01,Left-footed shot,Pedro
Cristiano Ronaldo,10/11,LaLiga,12,2010-11-20,H,Real Madrid,Athletic Bilbao,5:01,LW,90+1,5:01,Penalty,
Lionel Messi,10/11,LaLiga,12,2010-11-20,A,FC Barcelona,UD Almera,0:08,CF,16,0:01,Left-footed shot,David Villa
Cristiano Ronaldo,10/11,LaLiga,12,2010-11-20,H,Real Madrid,Athletic Bilbao,5:01,LW,62,4:01,Direct free kick,
Lionel Messi,10/11,LaLiga,12,2010-11-20,A,FC Barcelona,UD Almera,0:08,CF,67,0:07,Tap-in,David Villa
Lionel Messi,10/11,LaLiga,12,2010-11-20,A,FC Barcelona,UD Almera,0:08,CF,36,0:05,Tap-in,
Cristiano Ronaldo,10/11,LaLiga,12,2010-11-20,H,Real Madrid,Athletic Bilbao,5:01,LW,30,2:00,Left-footed shot,Mesut Ozil
Cristiano Ronaldo,10/11,UEFA Champions League,Group Stage,2010-11-23,A,Real Madrid,Ajax Amsterdam,0:04,LW,70,0:03,Left-footed shot,Angel Di Maria
Cristiano Ronaldo,10/11,UEFA Champions League,Group Stage,2010-11-23,A,Real Madrid,Ajax Amsterdam,0:04,LW,81,0:04,Penalty,
Lionel Messi,10/11,UEFA Champions League,Group Stage,2010-11-24,A,FC Barcelona,Panathinaikos Athens,0:03,CF,63,0:02,Left-footed shot,Adriano
Lionel Messi,10/11,LaLiga,14,2010-12-04,A,FC Barcelona,CA Osasuna,0:03,CF,64,0:02,Left-footed shot,David Villa
Cristiano Ronaldo,10/11,LaLiga,14,2010-12-04,H,Real Madrid,Valencia CF,2:00,LW,72,1:00,Left-footed shot,Mesut Ozil
Cristiano Ronaldo,10/11,LaLiga,14,2010-12-04,H,Real Madrid,Valencia CF,2:00,LW,86,2:00,Right-footed shot,
Lionel Messi,10/11,LaLiga,14,2010-12-04,A,FC Barcelona,CA Osasuna,0:03,CF,82,0:03,Penalty,
Cristiano Ronaldo,10/11,UEFA Champions League,Group Stage,2010-12-08,H,Real Madrid,AJ Auxerre,4:00,LW,49,2:00,Right-footed shot,Marcelo
Lionel Messi,10/11,LaLiga,15,2010-12-12,H,FC Barcelona,Real Sociedad,5:00,CF,46,3:00,Left-footed shot,Dani Alves
Lionel Messi,10/11,LaLiga,15,2010-12-12,H,FC Barcelona,Real Sociedad,5:00,CF,86,4:00,Left-footed shot,Bojan Krkic
Cristiano Ronaldo,10/11,LaLiga,15,2010-12-12,A,Real Madrid,Real Zaragoza,1:03,LW,43,0:02,Direct free kick,
Cristiano Ronaldo,10/11,Copa del Rey,last 16,2010-12-22,H,Real Madrid,Levante UD,8:00,LW,73,7:00,Right-footed shot,Karim Benzema
Cristiano Ronaldo,10/11,Copa del Rey,last 16,2010-12-22,H,Real Madrid,Levante UD,8:00,LW,44,4:00,Right-footed shot,Karim Benzema
Cristiano Ronaldo,10/11,Copa del Rey,last 16,2010-12-22,H,Real Madrid,Levante UD,8:00,LW,71,6:00,Right-footed shot,Angel Di Maria
Cristiano Ronaldo,10/11,LaLiga,17,2011-01-03,A,Real Madrid,Getafe CF,2:03,LW,57,1:03,Right-footed shot,Karim Benzema
Cristiano Ronaldo,10/11,LaLiga,17,2011-01-03,A,Real Madrid,Getafe CF,2:03,LW,11,0:01,Penalty,
Lionel Messi,10/11,LaLiga,18,2011-01-08,A,FC Barcelona,Deportivo de La Coruaa,0:04,CF,51,0:02,Direct free kick,
Cristiano Ronaldo,10/11,LaLiga,18,2011-01-09,H,Real Madrid,Villarreal CF,4:02,LW,45,2:02,Header,Xabi Alonso
Cristiano Ronaldo,10/11,LaLiga,18,2011-01-09,H,Real Madrid,Villarreal CF,4:02,LW,10,1:01,Right-footed shot,Mesut Ozil
Cristiano Ronaldo,10/11,LaLiga,18,2011-01-09,H,Real Madrid,Villarreal CF,4:02,LW,79,3:02,Left-footed shot,Kaka
Lionel Messi,10/11,Copa del Rey,Quarter-Finals,2011-01-12,H,FC Barcelona,Real Betis Balompie,5:00,CF,73,3:00,Left-footed shot,Xavi
Lionel Messi,10/11,Copa del Rey,Quarter-Finals,2011-01-12,H,FC Barcelona,Real Betis Balompie,5:00,CF,63,2:00,Left-footed shot,
Lionel Messi,10/11,Copa del Rey,Quarter-Finals,2011-01-12,H,FC Barcelona,Real Betis Balompie,5:00,CF,44,1:00,Left-footed shot,Andres Iniesta
Cristiano Ronaldo,10/11,Copa del Rey,Quarter-Finals,2011-01-13,H,Real Madrid,Atletico de Madrid,3:01,LW,60,2:01,Right-footed shot,Mesut Ozil
Lionel Messi,10/11,Copa del Rey,Quarter-Finals,2011-01-19,A,FC Barcelona,Real Betis Balompie,3:01,RW,37,2:01,Left-footed shot,Xavi
Cristiano Ronaldo,10/11,Copa del Rey,Quarter-Finals,2011-01-20,A,Real Madrid,Atletico de Madrid,0:01,CF,22,0:01,Right-footed shot,Sergio Ramos
Lionel Messi,10/11,LaLiga,20,2011-01-22,H,FC Barcelona,Racing Santander,3:00,CF,33,2:00,Penalty,
Lionel Messi,10/11,Copa del Rey,Semi-Finals,2011-01-26,H,FC Barcelona,UD Almera,5:00,CF,15,3:00,Left-footed shot,Andres Iniesta
Lionel Messi,10/11,Copa del Rey,Semi-Finals,2011-01-26,H,FC Barcelona,UD Almera,5:00,CF,9,1:00,Left-footed shot,Pedro
Lionel Messi,10/11,LaLiga,21,2011-01-29,A,FC Barcelona,Hercules CF,0:03,CF,89,0:03,Left-footed shot,Dani Alves
Lionel Messi,10/11,LaLiga,21,2011-01-29,A,FC Barcelona,Hercules CF,0:03,CF,87,0:02,Left-footed shot,Dani Alves
Lionel Messi,10/11,LaLiga,22,2011-02-05,H,FC Barcelona,Atletico de Madrid,3:00,CF,78,3:00,Left-footed shot,David Villa
Lionel Messi,10/11,LaLiga,22,2011-02-05,H,FC Barcelona,Atletico de Madrid,3:00,CF,28,2:00,Left-footed shot,Pedro
Lionel Messi,10/11,LaLiga,22,2011-02-05,H,FC Barcelona,Atletico de Madrid,3:00,CF,16,1:00,Left-footed shot,Dani Alves
Cristiano Ronaldo,10/11,LaLiga,22,2011-02-06,H,Real Madrid,Real Sociedad,4:01,LW,42,3:00,Header,Mesut Ozil
Cristiano Ronaldo,10/11,LaLiga,22,2011-02-06,H,Real Madrid,Real Sociedad,4:01,LW,20,2:00,Left-footed shot,Kaka
Lionel Messi,10/11,LaLiga,24,2011-02-20,H,FC Barcelona,Athletic Bilbao,2:01,CF,78,2:01,Right-footed shot,Dani Alves
Lionel Messi,10/11,LaLiga,25,2011-02-26,A,FC Barcelona,RCD Mallorca,0:03,CF,38,0:01,Header,Seydou Keita
Lionel Messi,10/11,LaLiga,26,2011-03-02,A,FC Barcelona,Valencia CF,0:01,CF,77,0:01,Left-footed shot,Adriano
Cristiano Ronaldo,10/11,LaLiga,26,2011-03-03,H,Real Madrid,Malaga CF,7:00,LW,67,6:00,Penalty,
Cristiano Ronaldo,10/11,LaLiga,26,2011-03-03,H,Real Madrid,Malaga CF,7:00,LW,76,7:00,Right-footed shot,Sergio Canales
Cristiano Ronaldo,10/11,LaLiga,26,2011-03-03,H,Real Madrid,Malaga CF,7:00,LW,50,4:00,Left-footed shot,Mesut Ozil
Lionel Messi,10/11,UEFA Champions League,last 16,2011-03-08,H,FC Barcelona,Arsenal FC,3:01,RW,49,1:00,Left-footed shot,Andres Iniesta
Lionel Messi,10/11,UEFA Champions League,last 16,2011-03-08,H,FC Barcelona,Arsenal FC,3:01,RW,72,3:01,Penalty,
Cristiano Ronaldo,10/11,UEFA Champions League,Quarter-Finals,2011-04-05,H,Real Madrid,Tottenham Hotspur,4:00,LW,87,4:00,Right-footed shot,Kaka
Cristiano Ronaldo,10/11,LaLiga,31,2011-04-09,A,Real Madrid,Athletic Bilbao,0:03,CF,70,0:03,Right-footed shot,Esteban Granero
Lionel Messi,10/11,LaLiga,31,2011-04-09,H,FC Barcelona,UD Almera,3:01,CF,52,1:01,Penalty,
Lionel Messi,10/11,LaLiga,31,2011-04-09,H,FC Barcelona,UD Almera,3:01,CF,90+1,3:01,Left-footed shot,Seydou Keita
Lionel Messi,10/11,UEFA Champions League,Quarter-Finals,2011-04-12,A,FC Barcelona,Shakhtar Donetsk,0:01,CF,42,0:01,Left-footed shot,Dani Alves
Cristiano Ronaldo,10/11,UEFA Champions League,Quarter-Finals,2011-04-13,A,Real Madrid,Tottenham Hotspur,0:01,RW,50,0:01,Right-footed shot,Sami Khedira
Cristiano Ronaldo,10/11,LaLiga,32,2011-04-16,H,Real Madrid,FC Barcelona,1:01,LW,82,1:01,Penalty,
Lionel Messi,10/11,LaLiga,32,2011-04-16,A,FC Barcelona,Real Madrid,1:01,CF,53,0:01,Penalty,
Cristiano Ronaldo,10/11,Copa del Rey,Final,2011-04-20,A,Real Madrid,FC Barcelona,0:1 AET,CF,103,0:01,Header,Angel Di Maria
Lionel Messi,10/11,LaLiga,33,2011-04-23,H,FC Barcelona,CA Osasuna,2:00,CF,87,2:00,Right-footed shot,Dani Alves
Lionel Messi,10/11,UEFA Champions League,Semi-Finals,2011-04-27,A,FC Barcelona,Real Madrid,0:02,CF,87,0:02,Solo run,Sergio Busquets
Lionel Messi,10/11,UEFA Champions League,Semi-Finals,2011-04-27,A,FC Barcelona,Real Madrid,0:02,CF,76,0:01,Left-footed shot,Ibrahim Afellay
